ID_Transacao,Data_Venda,CPF_Cliente,Tipo_Operacao,Moeda_Estrangeira,Valor_BRL
TRX-012770,2026-06-05,328.746.910-03,Papel Moeda,USD,10078.14
TRX-012771,2026-06-11,84653792038,Cartão Pré-pago,GBP,4972.5
TRX-012772,2026-06-11,627.104.859-58,Cartão Pré-pago,USD,5357.09
TRX-012773,2026-05-30,65048913205,Papel Moeda,EUR,14066.2
TRX-012774,2026-05-31,36015827912,Remessa Internacional,EUR,10320.94
TRX-012775,2026-05-21,061.953.274-25,Remessa Internacional,GBP,9009.47
TRX-012776,2026-06-01,397.548.261-37,Papel Moeda,GBP,1888.92
TRX-012777,2026-05-31,19734065866,Remessa Internacional,GBP,1819.89
TRX-012778,2026-05-17,60194587258,Papel Moeda,USD,10693.86
TRX-012779,2026-06-02,368.204.591-06,Papel Moeda,USD,12273.97
TRX-012780,2026-05-20,172.634.850-44,Papel Moeda,GBP,4559.86
TRX-012781,2026-06-03,079.654.382-83,Papel Moeda,GBP,12456.33
TRX-012782,2026-06-12,01549726307,Cartão Pré-pago,GBP,12293.17
TRX-012783,2026-06-04,312.590.476-52,Cartão Pré-pago,GBP,11858.83
TRX-012784,2026-06-02,79186423509,Cartão Pré-pago,USD,5126.85
TRX-012785,2026-06-11,432.509.816-05,Cartão Pré-pago,GBP,5974.62
TRX-012786,2026-06-03,601.239.875-12,Cartão Pré-pago,EUR,5031.38
TRX-012787,2026-06-10,085.234.961-06,Cartão Pré-pago,GBP,4832.24
TRX-012788,2026-05-25,50861942701,Papel Moeda,GBP,2861.33
TRX-012789,2026-05-25,47539628065,Cartão Pré-pago,EUR,5186.06
TRX-012790,2026-05-29,86495731264,Papel Moeda,EUR,2650.61
TRX-012791,2026-06-12,396.850.412-70,Remessa Internacional,EUR,13755.34
TRX-012792,2026-05-19,50362814970,Remessa Internacional,USD,8571.28
TRX-012793,2026-06-14,09517362803,Remessa Internacional,USD,5061.49
TRX-012794,2026-06-04,726.519.340-70,Remessa Internacional,EUR,12018.83
TRX-012795,2026-05-31,82693154006,Remessa Internacional,USD,6026.88
TRX-012796,2026-06-14,081.735.269-40,Cartão Pré-pago,EUR,4126.33
TRX-012797,2026-05-31,07895321668,Cartão Pré-pago,USD,2427.08
TRX-012798,2026-05-26,98217564094,Remessa Internacional,USD,6479.32
TRX-012799,2026-05-22,671.908.324-40,Papel Moeda,USD,11725.75
TRX-012800,2026-06-14,58267043144,Cartão Pré-pago,USD,11662.63
TRX-012801,2026-05-23,914.526.873-82,Remessa Internacional,USD,9259.45
TRX-012802,2026-06-04,842.105.396-51,Cartão Pré-pago,USD,708.14
TRX-012803,2026-06-07,58926310442,Cartão Pré-pago,USD,603.08
TRX-012804,2026-06-14,95483206142,Remessa Internacional,GBP,10844.91
TRX-012805,2026-05-17,436.078.925-47,Papel Moeda,USD,7648.47
TRX-012806,2026-05-25,238.104.965-70,Papel Moeda,GBP,8512.26
TRX-012807,2026-06-09,706.325.498-74,Remessa Internacional,EUR,14251.6
TRX-012808,2026-05-26,618.742.095-02,Papel Moeda,EUR,4821.55
TRX-012809,2026-05-19,481.705.692-49,Remessa Internacional,GBP,3506.29
TRX-012810,2026-06-13,84395170684,Papel Moeda,USD,860.77
TRX-012811,2026-05-26,378.692.045-10,Remessa Internacional,USD,10019.62
TRX-012812,2026-05-31,29378165419,Cartão Pré-pago,GBP,12078.84
TRX-012813,2026-05-25,03827546117,Papel Moeda,USD,6248.95
TRX-012814,2026-05-17,45869317282,Papel Moeda,GBP,4211.65
TRX-012815,2026-06-04,91706532830,Cartão Pré-pago,USD,13789.51
TRX-012816,2026-06-04,76529384065,Papel Moeda,USD,10477.01
TRX-012817,2026-06-14,896.351.470-66,Papel Moeda,GBP,12086.29
TRX-012818,2026-05-20,075.814.623-07,Cartão Pré-pago,EUR,3358.84
TRX-012819,2026-06-13,69205814342,Remessa Internacional,USD,6718.65
TRX-012820,2026-05-24,93458706283,Cartão Pré-pago,GBP,13491.61
TRX-012821,2026-05-27,54879126020,Remessa Internacional,GBP,7674.34
TRX-012822,2026-05-18,39084617231,Cartão Pré-pago,EUR,1801.14
TRX-012823,2026-06-01,32547689146,Remessa Internacional,EUR,3728.45
TRX-012824,2026-06-02,83914257628,Cartão Pré-pago,GBP,5845.13
TRX-012825,2026-06-01,58732609400,Remessa Internacional,USD,1212.08
TRX-012826,2026-05-26,956.780.143-66,Cartão Pré-pago,EUR,5196.15
TRX-012827,2026-06-08,02946153770,Remessa Internacional,GBP,8181.43
TRX-012828,2026-05-27,18906253451,Remessa Internacional,USD,1640.75
TRX-012829,2026-06-09,97814052602,Cartão Pré-pago,USD,7854.52
TRX-012830,2026-05-23,92138407640,Cartão Pré-pago,USD,2965.09
TRX-012831,2026-05-21,81426307535,Papel Moeda,USD,8697.49
TRX-012832,2026-05-28,601.845.297-94,Remessa Internacional,EUR,2471.05
TRX-012833,2026-06-10,73089164566,Papel Moeda,EUR,8807.26
TRX-012834,2026-05-20,135.076.489-20,Papel Moeda,GBP,13629.85
TRX-012835,2026-06-14,62584017911,Cartão Pré-pago,EUR,7844.21
TRX-012836,2026-05-30,49580736200,Cartão Pré-pago,GBP,3865.9
TRX-012837,2026-06-08,29531640815,Remessa Internacional,USD,5039.75
TRX-012838,2026-06-11,639.852.074-29,Remessa Internacional,USD,12389.46
TRX-012839,2026-05-28,17902563480,Papel Moeda,USD,6216.52
TRX-012840,2026-05-27,806.129.345-51,Remessa Internacional,GBP,12786.12
TRX-012841,2026-05-19,45093876283,Remessa Internacional,USD,10672.75
TRX-012842,2026-05-24,432.598.760-65,Remessa Internacional,USD,9066.15
TRX-012843,2026-06-11,23850417905,Cartão Pré-pago,GBP,14874.86
TRX-012844,2026-05-29,96807251467,Cartão Pré-pago,GBP,10456.11
TRX-012845,2026-06-10,593.260.871-40,Remessa Internacional,EUR,2209.52
TRX-012846,2026-06-15,13764258071,Cartão Pré-pago,GBP,3886.83
TRX-012847,2026-06-03,82014697558,Cartão Pré-pago,EUR,10067.15
TRX-012848,2026-06-07,82167905467,Papel Moeda,USD,12214.35
TRX-012849,2026-05-30,74612395034,Papel Moeda,GBP,11376.83
TRX-012850,2026-05-25,365.724.918-46,Cartão Pré-pago,USD,14009.95
TRX-012851,2026-06-10,038.941.625-89,Remessa Internacional,GBP,2370.58
TRX-012852,2026-05-23,428.659.301-06,Papel Moeda,USD,612.68
TRX-012853,2026-06-07,06573124871,Remessa Internacional,GBP,3654.11
TRX-012854,2026-06-08,68392741013,Cartão Pré-pago,GBP,3803.79
TRX-012855,2026-05-17,08721634904,Remessa Internacional,EUR,5273.68
TRX-012856,2026-05-24,24315087904,Cartão Pré-pago,EUR,5161.02
TRX-012857,2026-06-12,13045789684,Remessa Internacional,USD,3872.2
TRX-012858,2026-05-21,13870496584,Remessa Internacional,GBP,5937.38
TRX-012859,2026-05-20,23605719821,Remessa Internacional,USD,9582.57
TRX-012860,2026-06-11,769.382.054-00,Remessa Internacional,USD,2801.78
TRX-012861,2026-05-29,328.690.174-13,Remessa Internacional,GBP,2587.63
TRX-012862,2026-05-18,549.603.782-47,Remessa Internacional,USD,14758.46
TRX-012863,2026-05-28,34762185973,Remessa Internacional,GBP,7894.98
TRX-012864,2026-06-10,024.896.175-67,Remessa Internacional,EUR,7168.61
TRX-012865,2026-05-18,27069581386,Papel Moeda,USD,1984.04
TRX-012866,2026-05-20,68953417228,Cartão Pré-pago,GBP,9248.05
TRX-012867,2026-06-02,47085329114,Cartão Pré-pago,GBP,12985.99
TRX-012868,2026-05-24,76045938100,Cartão Pré-pago,GBP,13149.96
TRX-012869,2026-05-31,078.153.649-93,Cartão Pré-pago,GBP,8507.31
TRX-012870,2026-05-25,83907146204,Papel Moeda,USD,8447.04
TRX-012871,2026-06-01,412.093.567-16,Cartão Pré-pago,EUR,10699.78
TRX-012872,2026-05-18,20841539642,Cartão Pré-pago,GBP,14561.65
TRX-012873,2026-05-17,371.964.820-69,Cartão Pré-pago,USD,2385.86
TRX-012874,2026-05-30,60235498700,Cartão Pré-pago,EUR,7248.09
TRX-012875,2026-06-01,549.072.836-10,Papel Moeda,EUR,8316.81
TRX-012876,2026-06-03,56321480924,Remessa Internacional,GBP,1992.46
TRX-012877,2026-06-10,15820349741,Remessa Internacional,EUR,6924.55
TRX-012878,2026-05-21,362.790.184-31,Papel Moeda,USD,9193.2
TRX-012879,2026-05-21,72106894511,Cartão Pré-pago,GBP,7296.36
TRX-012880,2026-06-03,893.720.146-13,Remessa Internacional,EUR,4203.29
TRX-012881,2026-06-02,572.809.143-14,Cartão Pré-pago,GBP,1926.81
TRX-012882,2026-05-22,018.472.936-03,Cartão Pré-pago,EUR,1118.69
TRX-012883,2026-05-30,30851629768,Cartão Pré-pago,USD,10739.14
TRX-012884,2026-05-22,564.170.938-75,Cartão Pré-pago,USD,3753.23
TRX-012885,2026-06-05,917.825.460-49,Cartão Pré-pago,GBP,3106.86
TRX-012886,2026-06-11,28679150401,Cartão Pré-pago,EUR,6585.3
TRX-012887,2026-06-14,063.745.298-47,Papel Moeda,GBP,6207.84
TRX-012888,2026-05-20,135.782.649-46,Cartão Pré-pago,EUR,5958.56
TRX-012889,2026-05-31,506.791.482-30,Remessa Internacional,GBP,8136.18
TRX-012890,2026-05-25,071.239.456-70,Remessa Internacional,GBP,698.77
TRX-012891,2026-05-31,91854267094,Remessa Internacional,GBP,8853.74
TRX-012892,2026-05-25,598.102.736-30,Papel Moeda,USD,4235.1
TRX-012893,2026-06-14,736.098.152-21,Cartão Pré-pago,EUR,2816.96
TRX-012894,2026-06-04,203.859.167-95,Papel Moeda,USD,8132.58
TRX-012895,2026-06-06,251.784.630-80,Cartão Pré-pago,GBP,7978.4
TRX-012896,2026-06-13,12479580350,Remessa Internacional,GBP,8202.24
TRX-012897,2026-05-22,98124657319,Remessa Internacional,GBP,1156.74
TRX-012898,2026-05-18,27540816317,Papel Moeda,USD,9104.71
TRX-012899,2026-05-19,605.287.149-02,Cartão Pré-pago,USD,4666.23
TRX-012900,2026-05-29,392.150.478-32,Remessa Internacional,GBP,7464.5
TRX-012901,2026-05-31,061.842.793-78,Papel Moeda,GBP,1741.75
TRX-012902,2026-05-22,20718495314,Remessa Internacional,EUR,10516.68
TRX-012903,2026-06-06,64719528309,Papel Moeda,EUR,523.52
TRX-012904,2026-05-27,901.276.583-86,Cartão Pré-pago,GBP,11128.04
TRX-012905,2026-05-24,87240165949,Cartão Pré-pago,USD,9350.16
TRX-012906,2026-06-12,48231657991,Cartão Pré-pago,GBP,5078.59
TRX-012907,2026-06-10,637.450.219-16,Remessa Internacional,GBP,9357.33
TRX-012908,2026-05-18,362.491.078-78,Remessa Internacional,EUR,9101.8
TRX-012909,2026-06-11,54327680974,Cartão Pré-pago,GBP,8974.71
TRX-012910,2026-05-21,253.407.689-29,Papel Moeda,GBP,7557.49
TRX-012911,2026-05-29,91802567321,Remessa Internacional,USD,13451.31
TRX-012912,2026-05-26,96543017252,Remessa Internacional,USD,1429.3
TRX-012913,2026-06-12,82514973619,Remessa Internacional,GBP,5363.26
TRX-012914,2026-06-05,716.054.982-11,Remessa Internacional,EUR,1701.34
TRX-012915,2026-05-23,321.965.804-06,Cartão Pré-pago,GBP,6900.15
TRX-012916,2026-05-26,37498265010,Papel Moeda,EUR,3987.8
TRX-012917,2026-05-29,056.283.791-40,Cartão Pré-pago,USD,9653.84
TRX-012918,2026-06-01,31847602517,Papel Moeda,EUR,8158.61
TRX-012919,2026-06-02,25067841958,Remessa Internacional,USD,4726.52
TRX-012920,2026-06-02,258.914.076-20,Papel Moeda,USD,7290.08
TRX-012921,2026-06-03,405.269.318-33,Remessa Internacional,GBP,1875.09
TRX-012922,2026-05-17,672.045.983-00,Cartão Pré-pago,GBP,3543.16
TRX-012923,2026-06-01,408.792.563-38,Cartão Pré-pago,GBP,12633.0
TRX-012924,2026-06-02,34098176203,Papel Moeda,GBP,2700.21
TRX-012925,2026-05-27,60412398796,Papel Moeda,GBP,13769.91
TRX-012926,2026-05-29,61072589494,Cartão Pré-pago,EUR,4581.24
TRX-012927,2026-06-08,830.465.127-08,Remessa Internacional,GBP,9523.42
TRX-012928,2026-05-24,67128954309,Cartão Pré-pago,USD,6638.49
TRX-012929,2026-06-11,32940785600,Remessa Internacional,USD,14265.36
TRX-012930,2026-05-20,45129603842,Remessa Internacional,USD,6941.94
TRX-012931,2026-06-08,14308952689,Cartão Pré-pago,USD,7436.76
TRX-012932,2026-06-06,493.512.768-64,Remessa Internacional,USD,12500.69
TRX-012933,2026-05-31,346.502.879-10,Cartão Pré-pago,GBP,10018.02
TRX-012934,2026-05-21,34951768020,Remessa Internacional,GBP,10983.92
TRX-012935,2026-05-24,58039127602,Papel Moeda,GBP,2371.63
TRX-012936,2026-05-21,27164593809,Papel Moeda,USD,5482.89
TRX-012937,2026-05-28,394.507.186-01,Papel Moeda,EUR,1699.56
TRX-012938,2026-06-01,908.723.465-10,Papel Moeda,EUR,11542.19
TRX-012939,2026-06-01,613.809.257-03,Remessa Internacional,USD,11691.57
TRX-012940,2026-05-30,60451287371,Cartão Pré-pago,GBP,10823.67
TRX-012941,2026-05-18,03895426792,Papel Moeda,GBP,9772.26
TRX-012942,2026-05-29,310.978.246-40,Cartão Pré-pago,USD,1676.31
TRX-012943,2026-06-14,541.970.823-04,Cartão Pré-pago,GBP,11126.31
TRX-012944,2026-05-19,351.286.094-05,Remessa Internacional,EUR,12443.29
TRX-012945,2026-05-18,23795108659,Cartão Pré-pago,GBP,12622.23
TRX-012946,2026-06-14,07263458900,Remessa Internacional,GBP,3944.02
TRX-012947,2026-05-27,49021738597,Cartão Pré-pago,USD,8517.66
TRX-012948,2026-06-01,983.260.745-00,Papel Moeda,GBP,11578.94
TRX-012949,2026-06-12,148.367.095-39,Papel Moeda,EUR,6291.82
TRX-012950,2026-05-21,73942586100,Cartão Pré-pago,EUR,13040.46
TRX-012951,2026-06-07,46150839710,Cartão Pré-pago,GBP,3177.5
TRX-012952,2026-05-20,03412958689,Papel Moeda,USD,7611.47
TRX-012953,2026-06-11,652.041.879-01,Papel Moeda,USD,8772.91
TRX-012954,2026-05-26,20813745608,Papel Moeda,USD,3916.01
TRX-012955,2026-06-04,28719460511,Papel Moeda,USD,10824.53
TRX-012956,2026-05-17,328.617.504-80,Cartão Pré-pago,GBP,14050.74
TRX-012957,2026-06-09,364.152.087-80,Cartão Pré-pago,EUR,7426.33
TRX-012958,2026-05-31,16023849598,Papel Moeda,EUR,7952.35
TRX-012959,2026-05-24,31784659010,Papel Moeda,EUR,3933.01
TRX-012960,2026-05-21,07518493675,Remessa Internacional,USD,6668.38
TRX-012961,2026-06-09,40932761887,Papel Moeda,GBP,6519.71
TRX-012962,2026-05-20,726.894.503-56,Cartão Pré-pago,USD,11712.86
TRX-012963,2026-06-05,435.921.670-06,Papel Moeda,EUR,2533.92
TRX-012964,2026-06-08,837.956.401-48,Papel Moeda,EUR,14344.86
TRX-012965,2026-06-02,196.405.873-20,Remessa Internacional,GBP,2954.67
TRX-012966,2026-06-14,139.526.807-02,Papel Moeda,USD,11674.85
TRX-012967,2026-05-26,94561278001,Cartão Pré-pago,EUR,14021.66
TRX-012968,2026-06-13,674.239.850-74,Cartão Pré-pago,EUR,11206.33
TRX-012969,2026-05-22,154.692.308-05,Papel Moeda,USD,10583.36
TRX-012970,2026-05-29,708.915.462-94,Cartão Pré-pago,GBP,7905.97
TRX-012971,2026-06-13,42579863010,Cartão Pré-pago,GBP,4483.6
TRX-012972,2026-06-15,05816974300,Papel Moeda,GBP,3335.78
TRX-012973,2026-06-09,728.169.430-03,Remessa Internacional,USD,7777.84
TRX-012974,2026-06-14,691.230.485-06,Remessa Internacional,USD,1243.64
TRX-012975,2026-06-14,09786312422,Cartão Pré-pago,EUR,4538.19
TRX-012976,2026-06-10,30476829178,Remessa Internacional,GBP,4302.65
TRX-012977,2026-06-09,27396541034,Remessa Internacional,USD,11488.15
TRX-012978,2026-06-11,613.498.527-91,Papel Moeda,USD,14209.76
TRX-012979,2026-06-02,97164235007,Papel Moeda,USD,672.02
TRX-012980,2026-06-03,15324807680,Cartão Pré-pago,USD,9511.94
TRX-012981,2026-06-05,457.093.821-32,Papel Moeda,USD,5979.35
TRX-012982,2026-05-31,58149230750,Papel Moeda,GBP,1817.9
TRX-012983,2026-05-31,78162594094,Papel Moeda,EUR,10338.78
TRX-012984,2026-06-06,840.325.176-90,Remessa Internacional,GBP,3260.88
TRX-012985,2026-05-22,467.083.215-80,Papel Moeda,USD,3981.68
TRX-012986,2026-06-03,86279431509,Cartão Pré-pago,USD,8747.61
TRX-012987,2026-05-18,73921504643,Papel Moeda,USD,9401.63
TRX-012988,2026-06-06,86091543270,Papel Moeda,GBP,1754.41
TRX-012989,2026-06-15,12598046749,Remessa Internacional,GBP,7092.45
TRX-012990,2026-06-07,487.159.062-30,Remessa Internacional,GBP,11140.13
TRX-012991,2026-05-22,21894063740,Remessa Internacional,GBP,2919.44
TRX-012992,2026-05-30,14382760526,Cartão Pré-pago,USD,2344.3
TRX-012993,2026-06-03,65430291706,Cartão Pré-pago,EUR,557.44
TRX-012994,2026-05-26,829.146.350-60,Cartão Pré-pago,GBP,11143.69
TRX-012995,2026-05-28,57304982179,Papel Moeda,GBP,9538.25
TRX-012996,2026-06-08,17842506949,Remessa Internacional,EUR,1775.28
TRX-012997,2026-05-28,87516324973,Papel Moeda,GBP,13184.07
TRX-012998,2026-05-23,510.962.348-15,Papel Moeda,GBP,7747.88
TRX-012999,2026-05-29,46072398103,Cartão Pré-pago,GBP,9845.09
TRX-013000,2026-05-19,35169274025,Cartão Pré-pago,GBP,10011.89
TRX-013001,2026-06-15,589.712.436-19,Remessa Internacional,GBP,8081.13
TRX-013002,2026-05-17,76314052807,Papel Moeda,EUR,9002.46
TRX-013003,2026-05-24,784.925.631-09,Remessa Internacional,USD,1558.74
TRX-013004,2026-06-03,751.348.926-28,Papel Moeda,USD,8584.52
TRX-013005,2026-05-27,837.140.256-26,Papel Moeda,EUR,2970.0
TRX-013006,2026-05-17,371.049.568-75,Cartão Pré-pago,GBP,1802.6
TRX-013007,2026-06-12,965.248.731-73,Cartão Pré-pago,USD,4907.67
TRX-013008,2026-05-27,64251983700,Cartão Pré-pago,GBP,1813.06
TRX-013009,2026-06-04,94712305606,Remessa Internacional,EUR,5997.24
TRX-013010,2026-06-07,127.098.564-76,Remessa Internacional,EUR,14679.18
TRX-013011,2026-05-21,14385792682,Remessa Internacional,GBP,5358.9
TRX-013012,2026-06-02,34760182969,Papel Moeda,EUR,7501.84
TRX-013013,2026-05-30,97215043606,Cartão Pré-pago,GBP,2565.83
TRX-013014,2026-06-08,503.186.247-53,Remessa Internacional,USD,11267.94
TRX-013015,2026-05-31,718.453.962-19,Cartão Pré-pago,USD,8238.96
TRX-013016,2026-06-09,43025176890,Papel Moeda,USD,9254.93
TRX-013017,2026-06-03,59032846710,Papel Moeda,USD,5102.66
TRX-013018,2026-05-22,41392586089,Remessa Internacional,EUR,11929.08
TRX-013019,2026-05-23,659.473.208-00,Cartão Pré-pago,GBP,3450.37
TRX-013020,2026-05-30,685.310.927-95,Remessa Internacional,USD,14330.75
TRX-013021,2026-05-18,26809154370,Cartão Pré-pago,USD,1358.46
TRX-013022,2026-05-20,74031859600,Papel Moeda,USD,7174.07
TRX-013023,2026-05-27,98541023788,Papel Moeda,USD,5549.34
TRX-013024,2026-06-08,15297843600,Papel Moeda,USD,4994.62
TRX-013025,2026-05-20,39264017887,Cartão Pré-pago,EUR,4834.52
TRX-013026,2026-05-31,60321894570,Cartão Pré-pago,USD,7531.07
TRX-013027,2026-05-17,13607492506,Remessa Internacional,GBP,7627.84
TRX-013028,2026-05-23,518.374.926-46,Papel Moeda,USD,13897.82
TRX-013029,2026-06-13,970.468.152-67,Cartão Pré-pago,GBP,9393.72
TRX-013030,2026-05-19,028.936.175-30,Cartão Pré-pago,GBP,7311.96
TRX-013031,2026-06-11,526.017.389-95,Papel Moeda,GBP,8343.32
TRX-013032,2026-06-13,43972615043,Remessa Internacional,GBP,2777.42
TRX-013033,2026-05-24,285.104.963-15,Papel Moeda,GBP,11686.8
TRX-013034,2026-05-27,350.924.186-05,Cartão Pré-pago,USD,11769.15
TRX-013035,2026-05-18,895.431.067-20,Cartão Pré-pago,GBP,10862.06
TRX-013036,2026-06-03,032.948.567-92,Cartão Pré-pago,USD,11355.38
TRX-013037,2026-05-25,38157496039,Papel Moeda,EUR,4522.06
TRX-013038,2026-05-23,378.190.652-30,Remessa Internacional,EUR,7025.36
TRX-013039,2026-05-26,43915208779,Cartão Pré-pago,GBP,8174.19
TRX-013040,2026-06-05,918.650.324-33,Remessa Internacional,EUR,3727.42
TRX-013041,2026-06-11,734.215.908-50,Remessa Internacional,USD,5333.84
TRX-013042,2026-06-02,502.893.176-30,Cartão Pré-pago,USD,14270.03
TRX-013043,2026-06-14,84593716039,Remessa Internacional,GBP,2408.31
TRX-013044,2026-06-09,01298536740,Cartão Pré-pago,USD,3624.31
TRX-013045,2026-05-31,51820739686,Cartão Pré-pago,GBP,10866.35
TRX-013046,2026-06-10,45687019294,Remessa Internacional,EUR,6602.82
TRX-013047,2026-06-10,480.691.372-31,Papel Moeda,USD,13309.83
TRX-013048,2026-06-04,57498316200,Papel Moeda,EUR,13072.77
TRX-013049,2026-05-30,36908712478,Remessa Internacional,EUR,11093.92
TRX-013050,2026-06-15,14975236052,Cartão Pré-pago,EUR,4975.37
TRX-013051,2026-05-19,43685170244,Papel Moeda,GBP,1775.72
TRX-013052,2026-05-29,14652890389,Remessa Internacional,EUR,12842.36
TRX-013053,2026-06-09,246.039.815-89,Papel Moeda,GBP,12545.88
TRX-013054,2026-05-18,314.750.298-88,Papel Moeda,USD,4529.6
TRX-013055,2026-06-07,86732195409,Cartão Pré-pago,USD,10817.81
TRX-013056,2026-06-13,42581397004,Papel Moeda,GBP,1043.81
TRX-013057,2026-06-05,104.587.392-60,Papel Moeda,EUR,14448.72
TRX-013058,2026-05-30,34162598746,Cartão Pré-pago,GBP,1187.26
TRX-013059,2026-05-26,70983541639,Remessa Internacional,USD,8254.19
TRX-013060,2026-06-09,63970415810,Remessa Internacional,EUR,2723.55
TRX-013061,2026-05-24,20648135942,Papel Moeda,GBP,4194.47
TRX-013062,2026-05-22,257.436.980-74,Cartão Pré-pago,EUR,8592.35
TRX-013063,2026-05-31,875.193.206-77,Remessa Internacional,GBP,12012.09
TRX-013064,2026-05-17,231.740.856-08,Cartão Pré-pago,EUR,13366.18
TRX-013065,2026-06-10,096.173.528-77,Remessa Internacional,USD,7806.51
TRX-013066,2026-06-06,572.046.139-61,Papel Moeda,EUR,10367.03
TRX-013067,2026-05-30,01893542750,Remessa Internacional,USD,8096.04
TRX-013068,2026-06-02,16729580321,Papel Moeda,GBP,12368.37
TRX-013069,2026-06-09,95243107670,Remessa Internacional,GBP,13319.94
TRX-013070,2026-05-29,539.817.624-28,Papel Moeda,GBP,8721.75
TRX-013071,2026-05-31,163.894.502-06,Papel Moeda,GBP,7875.01
TRX-013072,2026-05-23,52039746161,Cartão Pré-pago,EUR,3065.91
TRX-013073,2026-05-23,976.548.123-37,Cartão Pré-pago,GBP,815.14
TRX-013074,2026-06-15,76920485338,Remessa Internacional,EUR,13826.06
TRX-013075,2026-05-26,271.403.865-44,Papel Moeda,GBP,7140.83
TRX-013076,2026-05-29,189.253.640-42,Remessa Internacional,EUR,10019.19
TRX-013077,2026-06-14,60354978101,Papel Moeda,EUR,10476.2
TRX-013078,2026-06-07,397.854.026-65,Papel Moeda,EUR,1771.35
TRX-013079,2026-06-04,079.324.861-22,Remessa Internacional,GBP,12327.1
TRX-013080,2026-05-18,62341580726,Papel Moeda,EUR,1137.36
TRX-013081,2026-05-20,05714862902,Cartão Pré-pago,EUR,2683.24
TRX-013082,2026-06-06,54806972185,Cartão Pré-pago,EUR,3091.29
TRX-013083,2026-05-26,13824607590,Remessa Internacional,EUR,8913.31
TRX-013084,2026-06-15,097.183.642-69,Papel Moeda,EUR,12600.29
TRX-013085,2026-05-21,21790485649,Papel Moeda,EUR,3852.85
TRX-013086,2026-06-04,960.278.341-96,Cartão Pré-pago,USD,651.7
TRX-013087,2026-05-25,135.864.927-82,Papel Moeda,USD,9908.23
TRX-013088,2026-06-05,349.627.810-22,Cartão Pré-pago,EUR,10719.78
TRX-013089,2026-06-14,127.845.039-41,Cartão Pré-pago,GBP,1327.02
TRX-013090,2026-05-30,19274603525,Cartão Pré-pago,EUR,8284.89
TRX-013091,2026-06-02,892.170.453-14,Papel Moeda,EUR,5403.55
TRX-013092,2026-06-14,04513287608,Remessa Internacional,EUR,12202.67
TRX-013093,2026-05-28,472.589.013-88,Remessa Internacional,EUR,11951.86
TRX-013094,2026-06-09,59480672111,Cartão Pré-pago,EUR,2255.46
TRX-013095,2026-05-19,12843970504,Cartão Pré-pago,EUR,9913.79
TRX-013096,2026-06-06,264.398.105-70,Remessa Internacional,USD,1976.57
TRX-013097,2026-06-12,139.642.508-05,Papel Moeda,EUR,4782.77
TRX-013098,2026-06-10,953.687.140-84,Remessa Internacional,EUR,3369.01
TRX-013099,2026-06-01,71926458001,Papel Moeda,USD,11204.4
TRX-013100,2026-06-09,47109586375,Cartão Pré-pago,EUR,9037.7
TRX-013101,2026-05-23,56709438210,Cartão Pré-pago,EUR,10540.04
TRX-013102,2026-06-02,064.198.235-60,Papel Moeda,USD,4827.26
TRX-013103,2026-06-06,47150386253,Papel Moeda,GBP,12148.49
TRX-013104,2026-05-22,598.071.263-12,Cartão Pré-pago,EUR,8500.73
TRX-013105,2026-06-07,827.931.065-77,Papel Moeda,GBP,6773.49
TRX-013106,2026-05-24,18964270576,Cartão Pré-pago,USD,7453.61
TRX-013107,2026-06-10,453.809.176-66,Papel Moeda,EUR,8615.47
TRX-013108,2026-05-22,40576913243,Remessa Internacional,EUR,6856.41
TRX-013109,2026-06-10,92567340874,Remessa Internacional,EUR,9362.1
TRX-013110,2026-06-10,927.538.061-95,Cartão Pré-pago,EUR,13087.32
TRX-013111,2026-05-17,78965302447,Cartão Pré-pago,GBP,9301.37
TRX-013112,2026-06-14,302.568.917-02,Papel Moeda,GBP,10253.74
TRX-013113,2026-06-11,57129408685,Cartão Pré-pago,GBP,5469.94
TRX-013114,2026-05-25,820.175.396-86,Cartão Pré-pago,USD,770.55
TRX-013115,2026-06-07,596.231.748-37,Papel Moeda,USD,6700.03
TRX-013116,2026-05-23,251.497.603-07,Cartão Pré-pago,USD,9160.66
TRX-013117,2026-06-13,924.081.356-05,Remessa Internacional,GBP,7902.94
TRX-013118,2026-06-15,58240361951,Cartão Pré-pago,USD,14839.31
TRX-013119,2026-05-23,71243609516,Cartão Pré-pago,EUR,1045.06
TRX-013120,2026-06-15,036.894.521-98,Remessa Internacional,GBP,10836.84
TRX-013121,2026-05-22,10673248950,Cartão Pré-pago,USD,14350.1
TRX-013122,2026-06-06,487.053.912-88,Remessa Internacional,GBP,12908.37
TRX-013123,2026-06-15,26403975838,Papel Moeda,USD,13521.42
TRX-013124,2026-05-22,85041923779,Cartão Pré-pago,USD,4215.78
TRX-013125,2026-06-04,96047523161,Papel Moeda,GBP,4070.73
TRX-013126,2026-05-19,41578690285,Papel Moeda,USD,2992.0
TRX-013127,2026-06-14,237.058.694-00,Cartão Pré-pago,EUR,13692.32
TRX-013128,2026-06-13,572.310.468-35,Remessa Internacional,USD,4845.04
TRX-013129,2026-05-25,51269387030,Papel Moeda,USD,2352.09
TRX-013130,2026-06-05,139.058.246-98,Remessa Internacional,EUR,3155.11
TRX-013131,2026-05-26,250.961.384-70,Remessa Internacional,USD,588.51
TRX-013132,2026-06-06,08245913723,Cartão Pré-pago,USD,11884.52
